EMA_200
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2367.2082
2367.169809950249
2367.139165075122
2367.106138556962
2367.0641869295296
2367.0579761143103
2367.038493764914
2367.008757508547
2366.984093254731
2366.963455510903
2366.9264062023367
2366.8753971853985
2366.831562387534
2366.783487139897
2366.7450444817887
2366.7103674222685
2366.6233985921963
2366.551026466901
2366.5071356562853
2366.457611918412
2366.410969013751
2366.3584220583907
2366.312169102586
2366.285679857784
2366.260548714921
2366.23855320532
2366.208816357506
2366.1781813688744
2366.1481497134628
2366.124984044672
2366.1097105715908
2366.105534346998
2366.0974195773765
2366.153962666159
2366.233027714257
2366.3049378862547
2366.3680728326603
2366.4218233517386
2366.4734469999803
2366.4969947910254
2366.5387162358907
2366.5629081141406
2366.5862622622585
2366.625801941241
2366.66544570302
2366.7075805716468
2366.722928028645
2366.7346401875643
2366.717479588683
2366.6278529261094
2366.519416578586
2366.4387258663614
2366.370280832866
2366.307989481295
2366.247710978994
2366.177684004079
2366.1324334169735
2366.06504601979
2365.996140089245
2365.9424471530338
2365.897945191312
2365.839955686921
2365.798364088046
2365.7636539976183
2365.7599360473932
2365.7472003653297
2365.724044142789
2365.71713823092
2365.733385611707
2365.75573998373
2365.790210232648
2365.8263275437657
2365.89243373736
2365.9603697200732
2366.0337988770875
2366.086795903186
2366.150111366836
2366.223145084579
2366.2697804568716
2366.326200551828
2366.384546814994
2366.415546349173
2366.4247448929623
2366.448080764674
2366.5051147869162
2366.555810162171
2366.618239911801
2366.717063395266
2366.7996796798907
2366.880478887056
2366.9151009876828
2366.960423365915
2367.0250957702347
2367.066637105854
2367.13065066699
2367.1676591180644
2367.312458529825
2367.3382052111206
2367.3237952090203
2367.29748878903
2367.258807308542
2367.2362321114424
2367.2352745779954
2367.2785056767216
2367.351654873968
2367.4160165170133
2367.4430213277897
2367.457518628011
2367.4598318754934
2367.481425588175
2367.5031029455067
2367.5643656027655
2367.640640571892
2367.7596391731668
2367.8771552012945
2367.945143706754
2368.030863669871
2368.170855076141
2368.340100299264
2368.608457510217
2368.910562410613
2369.1773229836417
2369.4665038494763
2369.9252451047055
2370.3736506260516
2370.821873007882
2371.31359566452
2371.7929628718384
2372.291142345751
2372.7654593373354
2373.2651065081086
2373.6641601746946
2374.0293924117623
2374.418851193735
2374.7754795400665
2375.141295664046
2375.4728250604235
2375.7981700846976
2376.1776907803724
2376.5738331606676
2376.9459343232484
2377.2934374643105
