time,open,high,low,close,EMA,Smoothing Line,,
15/06/2019,8650.88,8864.99,8567.63,8808.7,5832.918636499881,5832.918636499881,,
16/06/2019,8810.77,9333,8760,8953.33,5863.967506,5863.967506,,
17/06/2019,8953,9444,8950,9313.96,5898.295789312932,5898.295789312932,,
18/06/2019,9312.13,9336.36,8950,9081.55,5929.969961,5929.969961,,
19/06/2019,9081.97,9304,8960,9255.49,5963.059712199733,5963.059712199733,,
20/06/2019,9253.76,9590,9175.2,9517.12,5998.423496157945,5998.423496157945,,
21/06/2019,9518.06,10174.99,9518.06,10159.86,6039.830824554383,6039.830824554383,,
22/06/2019,10159.86,11160,9921.72,10729.5,6086.494199434439,6086.494199434439,,
23/06/2019,10729,11392.64,10555.18,10906.07,6134.450177549519,6134.450177549519,,
24/06/2019,10905.95,11143.63,10620.8,11056.59,6183.426693195793,6183.426693195793,,
25/06/2019,11056.59,11850,11026,11820.86,6239.520556945088,6239.520556945088,,
26/06/2019,11821.28,13970,11741,13093.8,6307.722342448122,6307.722342448122,,
27/06/2019,13098.38,13478.04,10525.1,11329.99,6357.695154961076,6357.695154961076,,
28/06/2019,11329.99,12480,10982.88,12400.63,6417.8238598868365,6417.8238598868365,,
29/06/2019,12407.06,12441.54,11475.02,11903.13,6472.404020484977,6472.404020484977,,
30/06/2019,11903.13,12180,10766.03,10854.1,6516.002985455276,6516.002985455276,,
01/07/2019,10854.1,11282.28,10030,10624.93,6556.887831371144,6556.887831371144,,
02/07/2019,10624.9,10938.75,9727,10842.85,6599.5342211087445,6599.5342211087445,,
03/07/2019,10844.98,11991.89,10841.04,11940,6652.673184082787,6652.673184082787,,
04/07/2019,11940,12000,11055,11145.67,6697.379620062063,6697.379620062063,,
05/07/2019,11145.67,11406.83,10796.44,10970.73,6739.900519364928,6739.900519364928,,
06/07/2019,10982.41,11665,10964.51,11256.49,6784.841708226969,6784.841708226969,,
07/07/2019,11256.45,11538,11094.37,11406.24,6830.825770831676,6830.825770831676,,
08/07/2019,11410,12338.03,11220,12238.6,6884.634469629371,6884.634469629371,,
09/07/2019,12238.6,12794.73,12068,12543.41,6940.940693812163,6940.940693812163,,
10/07/2019,12548.51,13147.08,11569,12108.37,6992.357900838908,6992.357900838908,,
11/07/2019,12108.11,12111.73,11000,11342.89,7035.646777447476,7035.646777447476,,
12/07/2019,11342.88,11885,11073,11757.22,7082.627605532575,7082.627605532575,,
13/07/2019,11757.22,11799.98,10830,11355.76,7125.146335825783,7125.146335825783,,
14/07/2019,11355.78,11452,10103,10174.18,7155.484979250403,7155.484979250403,,
15/07/2019,10174.18,11100,9860,10838.72,7192.134083934478,7192.134083934478,,
16/07/2019,10833.78,11028,9350.01,9439.59,7214.496829367966,7214.496829367966,,
17/07/2019,9430.17,9957,9060,9667.92,7238.9090002200255,7238.9090002200255,,
18/07/2019,9668.86,10788,9252,10627.16,7272.622940516344,7272.622940516344,,
19/07/2019,10628.64,10769.71,10121.84,10504.29,7304.778831655485,7304.778831655485,,
20/07/2019,10505.78,11068.99,10350,10740.23,7338.962425370356,7338.962425370356,,
21/07/2019,10740.27,10817.9,10288,10589.45,7371.305585,7371.305585,,
22/07/2019,10590.15,10683.16,10100,10340.31,7400.847917801329,7400.847917801329,,
23/07/2019,10343.08,10343.97,9822,9864.91,7425.365948469972,7425.365948469972,,
24/07/2019,9864.78,9937,9525,9763.28,7448.628774853355,7448.628774853355,,
25/07/2019,9763.4,10175,9720.03,9879.87,7472.820229829938,7472.820229829938,,
26/07/2019,9882.15,9889.98,9637,9824,7496.215053,7496.215053,,
27/07/2019,9824,10188.66,9333,9476.52,7515.919580245424,7515.919580245424,,
28/07/2019,9478.92,9594.99,9165,9541.54,7536.075007307659,7536.075007307659,,
29/07/2019,9541.54,9729,9395,9507.64,7555.692569424001,7555.692569424001,,
30/07/2019,9509.07,9714.28,9402,9574.21,7575.777319976995,7575.777319976995,,
31/07/2019,9575,10109.8,9555,10080.53,7600.700232216031,7600.700232216031,,
01/08/2019,10080.53,10467.86,9863.46,10374.99,7628.305105527314,7628.305105527314,,
02/08/2019,10375,10670,10281.35,10523.75,7657.1155024872405,7657.1155024872405,,
03/08/2019,10523.75,10904.77,10497.93,10816.86,7688.555746243586,7688.555746243586,,
04/08/2019,10816.86,11040,10552,10929.23,7720.801261206337,7720.801261206337,,
05/08/2019,10929.99,11937.52,10927.8,11828.8,7761.676870547567,7761.676870547567,,
06/08/2019,11830,12330.7,11226.7,11481.69,7798.691926562019,7798.691926562019,,
07/08/2019,11481.69,12141.17,11382.84,11975.03,7840.247529282795,7840.247529282795,,
08/08/2019,11975.04,12060,11521,11999.77,7881.635812573513,7881.635812573513,,
09/08/2019,11994.17,12045.68,11700,11879.99,7921.420431353877,7921.420431353877,,
10/08/2019,11879.98,11985,11270,11309.31,7955.130775320505,7955.130775320505,,
11/08/2019,11309.24,11600,11112.11,11549.97,7990.900319844679,7990.900319844679,,
12/08/2019,11539.08,11577.89,11235.32,11396.08,8024.782704721846,8024.782704721846,,
13/08/2019,11398.35,11456.16,10788.45,10892.71,8053.319294724613,8053.319294724613,,
14/08/2019,10893.36,10897.48,9928.1,10050.37,8073.190446020886,8073.190446020886,,
15/08/2019,10055.16,10460,9911,10293.93,8095.287357005753,8095.287357005753,,
16/08/2019,10296.77,10536.03,9750,10331.54,8117.538627085298,8117.538627085298,,
17/08/2019,10331.15,10465.14,10000,10216.02,8138.419038756091,8138.419038756091,,
18/08/2019,10216.05,10500,10080,10306.78,8159.994769713742,8159.994769713742,,
19/08/2019,10306.17,10930,10258.6,10915.54,8187.413130214103,8187.413130214103,,
20/08/2019,10914.73,10949.96,10560,10760.51,8213.016084,8213.016084,,
21/08/2019,10760.51,10804.13,9858,10142.57,8232.215626,8232.215626,,
22/08/2019,10140.82,10242,9762,10099.88,8250.799350712112,8250.799350712112,,
23/08/2019,10099.9,10445,10019.79,10389.55,8272.080452,8272.080452,,
24/08/2019,10388.16,10419.42,9890,10134.35,8290.610496956766,8290.610496956766,,
25/08/2019,10134.61,10333,9906.97,10142.69,8309.039149,8309.039149,,
26/08/2019,10142.69,10604,10137.93,10372.25,8329.568609935022,8329.568609935022,,
27/08/2019,10373.6,10391.08,10051.08,10185.05,8348.031111328704,8348.031111328704,,
28/08/2019,10185.69,10299,9601.01,9721,8361.692493305532,8361.692493305532,,
29/08/2019,9721,9724,9320,9498.44,8373.003413770153,8373.003413770153,,
30/08/2019,9499.01,9696,9350.41,9584.54,8385.058504,8385.058504,,
31/08/2019,9582.76,9684.51,9420.75,9587.47,8397.022797671143,8397.022797671143,,
01/09/2019,9588.74,9830,9520,9724.98,8410.236302171928,8410.236302171928,,
02/09/2019,9723.59,10450,9712.5,10340,8429.437931,8429.437931,,
03/09/2019,10340,10773,10272,10615.28,8451.187603334338,8451.187603334338,,
04/09/2019,10611.85,10799,10369.89,10567.02,8472.240662007627,8472.240662007627,,
05/09/2019,10565.92,10900,10450,10564.49,8493.059063380686,8493.059063380686,,
06/09/2019,10563.13,10905.87,10150,10298.73,8511.025938371922,8511.025938371922,,
07/09/2019,10298.71,10558,10288.57,10455.88,8530.377720079665,8530.377720079665,,
08/09/2019,10455.9,10592.5,10208,10381.18,8548.793663,8548.793663,,
09/09/2019,10381.24,10480,10068.5,10303.12,8566.249646614559,8566.249646614559,,
10/09/2019,10302.58,10384.99,9953,10098.15,8581.492436200484,8581.492436200484,,
11/09/2019,10098.19,10293,9880,10158.33,8597.182362,8597.182362,,
12/09/2019,10158.75,10448.81,10040,10415.01,8615.270199400395,8615.270199400395,,
13/09/2019,10415.01,10439,10153,10342.06,8632.452187466062,8632.452187466062,,
14/09/2019,10344.13,10419.99,10222.33,10335.02,8649.393160725107,8649.393160725107,,
15/09/2019,10332.81,10360,10252.15,10302.01,8665.837109374608,8665.837109374608,,
16/09/2019,10303.34,10355,10078,10251.31,8681.612959032573,8681.612959032573,,
17/09/2019,10249.68,10275,10128.01,10187.82,8696.600093768568,8696.600093768568,,
18/09/2019,10187.48,10258.02,10100,10156.99,8711.131336616641,8711.131336616641,,
19/09/2019,10156.41,10325,9653,10244.29,8726.386646700057,8726.386646700057,,
20/09/2019,10243.7,10281,10061.39,10168.59,8740.736928822445,8740.736928822445,,
21/09/2019,10167.92,10176.7,9900,9986.39,8753.131487,8753.131487,,
22/09/2019,9985.15,10089,9853.97,10028.87,8765.825402299391,8765.825402299391,,
23/09/2019,10028.05,10049.99,9615.77,9702.25,8775.143059987955,8775.143059987955,,
24/09/2019,9702.2,9794.99,7800,8493.14,8772.337059,8772.337059,,
25/09/2019,8497.55,8730,8215.64,8430.05,8768.931218004085,8768.931218004085,,
26/09/2019,8430.05,8465.99,7750,8063.73,8761.914290461757,8761.914290461757,,
27/09/2019,8063.49,8265,7852.15,8177.91,8756.103302496964,8756.103302496964,,
28/09/2019,8177.47,8315,8001.09,8198.81,8750.558095506944,8750.558095506944,,
29/09/2019,8199.38,8229.13,7890,8043.82,8743.525875651154,8743.525875651154,,
30/09/2019,8043.04,8337.26,7710,8289.34,8739.006613206864,8739.006613206864,,
01/10/2019,8289.97,8500,8173.05,8292.44,8734.563164319234,8734.563164319234,,
02/10/2019,8292.67,8373.91,8151.22,8359.94,8730.835570644416,8730.835570644416,,
03/10/2019,8360,8393,8060,8223.96,8725.792032628055,8725.792032628055,,
04/10/2019,8224.43,8232.41,8005,8137.13,8719.934698970064,8719.934698970064,,
05/10/2019,8137.09,8183.41,8012.98,8126.19,8714.026791517626,8714.026791517626,,
06/10/2019,8127.55,8153.87,7785,7854.25,8705.471798567201,8705.471798567201,,
07/10/2019,7855.3,8299.92,7762,8190.09,8700.343621467031,8700.343621467031,,
08/10/2019,8190.82,8325,8088.75,8168.39,8695.050550606662,8695.050550606662,,
09/10/2019,8170.79,8670,8115,8560.74,8693.714127217541,8693.714127217541,,
10/10/2019,8562.15,8644,8414.52,8558.03,8692.364036399456,8692.364036399456,,
11/10/2019,8557.82,8779.51,8212.38,8258.5,8688.046981310905,8688.046981310905,,
12/10/2019,8257.95,8400,8250,8300.09,8684.186713,8684.186713,,
13/10/2019,8301.98,8451.37,8160,8275.01,8680.115302762139,8680.115302762139,,
14/10/2019,8275.24,8388.85,8203,8348.2,8676.812663,8676.812663,,
15/10/2019,8346.86,8403,8090,8159.29,8671.663184,8671.663184,,
16/10/2019,8159.3,8181.16,7917,7991.74,8664.897778887549,8664.897778887549,,
17/10/2019,7995.02,8124.92,7929.03,8070.58,8658.984169147374,8658.984169147374,,
18/10/2019,8070.71,8115,7816.01,7947.01,8651.899849056355,8651.899849056355,,
19/10/2019,7946.89,8098.1,7866.92,7948.01,8644.895969961268,8644.895969961268,,
20/10/2019,7949.87,8297,7870,8223.35,8640.701482697972,8640.701482697972,,
21/10/2019,8223.35,8333,8142.03,8197.27,8636.289229138789,8636.289229138789,,
22/10/2019,8197.28,8297.99,8000,8020,8630.156998,8630.156998,,
23/10/2019,8020.06,8047.59,7300,7466.62,8618.579515435886,8618.579515435886,,
24/10/2019,7468.47,7503.68,7337.99,7412.41,8606.577829,8606.577829,,
25/10/2019,7412.41,8799,7361,8655.02,8607.059840369706,8607.059840369706,,
26/10/2019,8655.88,10370,8470.38,9230,8613.258249918266,8613.258249918266,,
27/10/2019,9230,9794.98,9074.34,9529.93,8622.379361859377,8622.379361859377,,
28/10/2019,9528.23,9902.1,9160,9205.14,8628.177975174209,8628.177975174209,,
29/10/2019,9204.45,9550,9072,9407.62,8635.933617212277,8635.933617212277,,
30/10/2019,9407.62,9409.84,9001.01,9154.72,8641.095670772353,8641.095670772353,,
31/10/2019,9154.02,9405,8913,9140.85,8646.068350665166,8646.068350665166,,
01/11/2019,9140.86,9279,9030,9231.61,8651.894635733173,8651.894635733173,,
02/11/2019,9231.4,9373.74,9186.21,9289.52,8658.239166720903,8658.239166720903,,
03/11/2019,9289.85,9362.57,9066.14,9194.71,8663.577184962485,8663.577184962485,,
04/11/2019,9196.46,9513.68,9115.84,9393.35,8670.838606007635,8670.838606007635,,
05/11/2019,9392.4,9454.95,9175.76,9308.66,8677.185087539898,8677.185087539898,,
06/11/2019,9307.73,9440.91,9250.01,9339.05,8683.770808061889,8683.770808061889,,
07/11/2019,9339.16,9375,9101,9216.2,8689.068610966746,8689.068610966746,,
08/11/2019,9214,9261,8696,8773.73,8689.911012847673,8689.911012847673,,
09/11/2019,8773.74,8880,8724.88,8809.41,8691.100057495954,8691.100057495954,,
10/11/2019,8809.18,9147.19,8750,9039.47,8694.566425,8694.566425,,
11/11/2019,9040.16,9072.32,8618.68,8733.27,8694.951535281238,8694.951535281238,,
12/11/2019,8733.36,8888,8567.6,8821.94,8696.215102,8696.215102,,
13/11/2019,8821.91,8844.99,8702,8777.12,8697.020125954117,8697.020125954117,,
14/11/2019,8777.54,8800,8582.6,8646.68,8696.519229178455,8696.519229178455,,
15/11/2019,8646.38,8790,8400,8471.73,8694.28252,8694.28252,,
16/11/2019,8471.62,8543,8400,8491.02,8692.260007789311,8692.260007789311,,
17/11/2019,8490.74,8635,8350.68,8502.4,8690.370853,8690.370853,,
18/11/2019,8502.87,8503.52,8060,8187.17,8685.363879816452,8685.363879816452,,
19/11/2019,8186.5,8218.63,8003,8133.64,8679.874089967532,8679.874089967532,,
20/11/2019,8133.83,8264.29,8038.4,8098.01,8674.084397530045,8674.084397530045,,
21/11/2019,8098.56,8134.73,7500,7627.74,8663.673010489945,8663.673010489945,,
22/11/2019,7627.79,7750,6790,7268.23,8649.788005410443,8649.788005410443,,
23/11/2019,7268.23,7344.48,7080.01,7311.57,8636.472403366557,8636.472403366557,,
24/11/2019,7311.1,7330.39,6861,6903.28,8619.226708,8619.226708,,
25/11/2019,6900.23,7377.69,6515,7109.57,8604.205248,8604.205248,,
26/11/2019,7109.99,7340,7017.48,7156.14,8589.796639,8589.796639,,
27/11/2019,7154.75,7655,6840,7508.52,8579.037667,8579.037667,,
28/11/2019,7507.9,7643,7360,7419.49,8567.499879,8567.499879,,
29/11/2019,7418.52,7850,7362.3,7739.68,8559.262865613175,8559.262865613175,,
30/11/2019,7740.99,7810,7441,7541.89,8549.139752522497,8549.139752522497,,
01/12/2019,7540.63,7541.85,7210,7390.89,8537.614879,8537.614879,,
02/12/2019,7391.5,7420.56,7151.1,7294.28,8525.243388026123,8525.243388026123,,
03/12/2019,7294.42,7400,7241.35,7292.71,8512.979374214918,8512.979374214918,,
04/12/2019,7292.71,7750,7067,7194.32,8499.858385,8499.858385,,
05/12/2019,7194.59,7485,7150,7389,8488.805068148931,8488.805068148931,,
06/12/2019,7389,7590.03,7305,7527.47,8479.239545082773,8479.239545082773,,
07/12/2019,7527.8,7619.62,7470.16,7488.21,8469.378554584437,8469.378554584437,,
08/12/2019,7487.31,7564,7374.86,7510.11,8459.833593842302,8459.833593842302,,
09/12/2019,7510.11,7650,7273,7338.64,8448.677438679693,8448.677438679693,,
10/12/2019,7338.64,7407.6,7157.1,7224.13,8436.492887,8436.492887,,
11/12/2019,7224.15,7275.5,7125.66,7210,8424.288977727148,8424.288977727148,,
12/12/2019,7210,7295,7080.3,7198.08,8412.087893371654,8412.087893371654,,
13/12/2019,7197.76,7309.05,7190.76,7258.48,8400.609208,8400.609208,,
14/12/2019,7257.37,7271.77,7012,7064.05,8387.310111269793,8387.310111269793,,
15/12/2019,7064.14,7200.3,7008.35,7118.59,8374.686031,8374.686031,,
16/12/2019,7119.6,7150,6836,6891.72,8359.93015,8359.93015,,
17/12/2019,6891.44,6942.21,6560,6623.82,8342.655422,8342.655422,,
18/12/2019,6623.84,7440,6435,7277.83,8332.060143973353,8332.060143973353,,
19/12/2019,7277.83,7380,7038.31,7150.3,8320.301336570632,8320.301336570632,,
20/12/2019,7151.31,7220,7079.5,7187.83,8309.032965062466,8309.032965062466,,
21/12/2019,7188.01,7190.58,7105,7132.75,8297.328656952392,8297.328656952392,,
22/12/2019,7131.59,7518.54,7122.47,7501.44,8289.409366833463,8289.409366833463,,
23/12/2019,7500.71,7695.38,7265.84,7317.09,8279.734547,8279.734547,,
24/12/2019,7317.3,7436.68,7157.04,7255.77,8269.545845300165,8269.545845300165,,
25/12/2019,7255.77,7271.77,7128.86,7204.63,8258.949667734989,8258.949667734989,,
26/12/2019,7205.01,7435,7157.12,7202,8248.432755618223,8248.432755618223,,
27/12/2019,7202,7275.86,7076.42,7254.74,8238.545266,8238.545266,,
28/12/2019,7254.77,7365.01,7238.67,7316.14,8229.367103666675,8229.367103666675,,
29/12/2019,7315.36,7528.45,7288,7388.24,8220.997679749593,8220.997679749593,,
30/12/2019,7388.43,7408.24,7220,7246,8211.296210299348,8211.296210299348,,
31/12/2019,7246,7320,7145.01,7195.23,8201.186099,8201.186099,,
01/01/2020,7195.24,7255,7175.15,7200.85,8191.232505731652,8191.232505731652,,
02/01/2020,7200.77,7212.5,6924.74,6965.71,8179.038251943278,8179.038251943278,,
03/01/2020,6965.49,7405,6871.04,7344.96,8170.738966,8170.738966,,
04/01/2020,7345,7404,7272.21,7354.11,8162.613304502505,8162.613304502505,,
05/01/2020,7354.19,7495,7318,7358.75,8154.6146646567095,8154.6146646567095,,
06/01/2020,7357.64,7795.34,7346.76,7758,8150.668250083011,8150.668250083011,,
07/01/2020,7758.9,8207.68,7723.71,8145.28,8150.614635654324,8150.614635654324,,
08/01/2020,8145.92,8455,7870,8055.98,8149.672997488609,8149.672997488609,,
09/01/2020,8054.72,8055.96,7750,7817.76,8146.370380598175,8146.370380598175,,
10/01/2020,7817.74,8199,7672,8197.02,8146.874356910631,8146.874356910631,,
11/01/2020,8198.86,8286.34,8003.16,8020.01,8145.612025001073,8145.612025001073,,
12/01/2020,8020.01,8197,7960,8184.98,8146.003746,8146.003746,,
13/01/2020,8184.97,8196,8055.89,8110.34,8145.648882999615,8145.648882999615,,
14/01/2020,8110.34,8880,8105.54,8810.01,8152.259441377729,8152.259441377729,,
15/01/2020,8814.64,8916.48,8564,8821.41,8158.917655891383,8158.917655891383,,
16/01/2020,8820.01,8859.81,8586,8720.01,8164.500664290474,8164.500664290474,,
17/01/2020,8720.15,9041.65,8672.44,8913.28,8171.951205,8171.951205,,
18/01/2020,8913.27,8988.88,8806.38,8915.96,8179.354277531919,8179.354277531919,,
19/01/2020,8915.09,9198.98,8466,8701.7,8184.551747407224,8184.551747407224,,
20/01/2020,8701.72,8746.99,8521.28,8642.35,8189.106953900685,8189.106953900685,,
21/01/2020,8642.35,8789,8488,8736.03,8194.548974259882,8194.548974259882,,
22/01/2020,8736.04,8818,8590,8682.36,8199.402815312022,8199.402815312022,,
23/01/2020,8682.77,8691.81,8306.39,8404.52,8201.443782323842,8201.443782323842,,
24/01/2020,8404.52,8528.02,8238,8439,8203.807525783306,8203.807525783306,,
25/01/2020,8438.99,8451.26,8254.9,8340.58,8205.168445924766,8205.168445924766,,
26/01/2020,8340.01,8618.13,8293.66,8615,8209.246371835963,8209.246371835963,,
27/01/2020,8614.39,9000,8535,8907.57,8216.194866,8216.194866,,
28/01/2020,8907.57,9400,8862.4,9374.21,8227.717404298803,8227.717404298803,,
29/01/2020,9375.34,9449.24,9216,9301.53,8238.402106743592,8238.402106743592,,
30/01/2020,9301.57,9578,9204.44,9513.21,8251.086762397885,8251.086762397885,,
31/01/2020,9511.52,9530.22,9210.01,9352.89,8262.049978692434,8262.049978692434,,
01/02/2020,9351.71,9464.53,9281,9384.61,8273.21973,8273.21973,,
02/02/2020,9384.41,9477.03,9120,9331.51,8283.749982,8283.749982,,
03/02/2020,9331.59,9618.79,9234,9292.24,8293.784708140889,8293.784708140889,,
04/02/2020,9291.35,9350,9093.01,9197.02,8302.772123980283,8302.772123980283,,
05/02/2020,9197.02,9744.45,9177.22,9612.04,8315.799665035205,8315.799665035205,,
06/02/2020,9612.03,9862.57,9526.35,9772,8330.289220606994,8330.289220606994,,
07/02/2020,9772,9885,9730,9813.73,8345.049825377073,8345.049825377073,,
08/02/2020,9813.87,9940,9667.11,9895.05,8360.472712686755,8360.472712686755,,
09/02/2020,9895.04,10166,9880.75,10151.75,8378.296367286886,8378.296367286886,,
10/02/2020,10151.72,10188,9756,9851.83,8392.958393483037,8392.958393483037,,
11/02/2020,9851.74,10323.59,9700,10223.08,8411.168558722013,8411.168558722013,,
12/02/2020,10223.08,10450,10223.08,10326.46,8430.226185003386,8430.226185003386,,
13/02/2020,10325.33,10500,10080,10229.63,8448.130700575492,8448.130700575492,,
14/02/2020,10227.78,10381.56,10111.37,10344.36,8466.998653803596,8466.998653803596,,
15/02/2020,10344.36,10375,9801,9904.72,8481.304338840375,8481.304338840375,,
16/02/2020,9904.46,10050,9638.12,9917.27,8495.592554374301,8495.592554374301,,
17/02/2020,9910.7,9964.16,9452.67,9706,8507.636409554656,8507.636409554656,,
18/02/2020,9706,10250,9576.01,10164.71,8524.124703986949,8524.124703986949,,
19/02/2020,10164.78,10250,9350,9593.79,8534.768139768174,8534.768139768174,,
20/02/2020,9594.65,9699,9400,9596.42,8545.331839869983,8545.331839869983,,
21/02/2020,9597.21,9755.51,9550.21,9677.05,8556.592717085206,8556.592717085206,,
22/02/2020,9677.05,9709.17,9560.02,9650.86,8567.480949,8567.480949,,
23/02/2020,9650.85,9990,9645,9936.4,8581.102033843004,8581.102033843004,,
24/02/2020,9936.4,9990,9473.56,9656.13,8591.798829526158,8591.798829526158,,
25/02/2020,9655.52,9675,9250,9315.84,8599.003219282116,8599.003219282116,,
26/02/2020,9316.48,9377.44,8633.63,8785.25,8600.856421080303,8600.856421080303,,
27/02/2020,8786,8971.77,8531,8823.21,8603.068895,8603.068895,,
28/02/2020,8823.25,8900,8445,8692.91,8603.962835850625,8603.962835850625,,
29/02/2020,8690.8,8790,8523.55,8523.61,8603.163305145645,8603.163305145645,,
01/03/2020,8523.61,8750,8411,8531.88,8602.454019,8602.454019,,
02/03/2020,8530.3,8965.75,8498,8915.24,8605.566317,8605.566317,,
03/03/2020,8911.18,8919.65,8651,8760.07,8607.103666931482,8607.103666931482,,
04/03/2020,8760.07,8848.29,8660,8750.87,8608.534177708283,8608.534177708283,,
05/03/2020,8750.99,9159.42,8746.54,9054.68,8612.973439621634,8612.973439621634,,
06/03/2020,9054.64,9170,8985.5,9131.88,8618.136688978631,8618.136688978631,,
07/03/2020,9130.89,9188,8835,8886.66,8620.808562720138,8620.808562720138,,
08/03/2020,8885.25,8886.76,8000,8033.31,8614.962805877152,8614.962805877152,,
09/03/2020,8034.76,8179.31,7632.01,7929.87,8608.145962037579,8608.145962037579,,
10/03/2020,7929.87,8149,7728.01,7894.56,8601.045604,8601.045604,,
11/03/2020,7894.57,7980,7590,7934.52,8594.413508642117,8594.413508642117,,
12/03/2020,7934.58,7966.17,4410,4800,8556.658150347172,8556.658150347172,,
13/03/2020,4800.01,5955,3782.13,5578.6,8527.025730940732,8527.025730940732,,
14/03/2020,5576.05,5640.52,5055.13,5172.06,8493.642987349282,8493.642987349282,,
15/03/2020,5172.48,5940,5093.1,5361.3,8462.475395435358,8462.475395435358,,
16/03/2020,5360.33,5365.42,4442.12,5028.97,8428.311162644957,8428.311162644957,,
17/03/2020,5028.86,5525,4921.45,5312.64,8397.309459534063,8397.309459534063,,
18/03/2020,5312.64,5436.17,5009.37,5393.04,8367.416231080988,8367.416231080988,,
19/03/2020,5393.26,6400,5252.53,6162.37,8345.475473,8345.475473,,
20/03/2020,6162.05,6900,5670,6208.36,8324.210641990006,8324.210641990006,,
21/03/2020,6204.57,6456.98,5860.02,6186.98,8302.944665452793,8302.944665452793,,
22/03/2020,6187.04,6407.87,5734.01,5816.19,8278.200838,8278.200838,,
23/03/2020,5816.05,6600,5688,6467.31,8260.182023628031,8260.182023628031,,
24/03/2020,6465.25,6833,6371.33,6744.72,8245.1028,8245.1028,,
25/03/2020,6744.69,6957.96,6450,6677.43,8229.504065188823,8229.504065188823,,
26/03/2020,6677.42,6780,6510,6737.36,8214.656860560079,8214.656860560079,,
27/03/2020,6737.27,6842.59,6261,6359.11,8196.193707718685,8196.193707718685,,
28/03/2020,6359.11,6360,6024,6236.65,8176.69576,8176.69576,,
29/03/2020,6236.65,6266,5866.56,5881.42,8153.857195598318,8153.857195598318,,
30/03/2020,5880.5,6599,5857.76,6394.38,8136.34996,8136.34996,,
31/03/2020,6394.45,6523.23,6321.4,6410.44,8119.176726390163,8119.176726390163,,
01/04/2020,6412.14,6679.94,6150.11,6642.92,8104.487605,8104.487605,,
02/04/2020,6643.36,7198,6551,6794.09,8091.448822597878,8091.448822597878,,
03/04/2020,6793.86,7048,6602.1,6734.1,8077.942864164068,8077.942864164068,,
04/04/2020,6732.97,6990.41,6650.01,6856.99,8065.794079446017,8065.794079446017,,
05/04/2020,6857.41,6895.54,6677.52,6772.78,8052.9282677102365,8052.9282677102365,,
06/04/2020,6772.78,7355.14,6765,7329.9,8045.733956588741,8045.733956588741,,
07/04/2020,7329.9,7459.69,7077,7197.32,8037.292026672436,8037.292026672436,,
08/04/2020,7197.32,7420,7150,7361.28,8030.5655388448495,8030.5655388448495,,
09/04/2020,7360.26,7371.92,7108.08,7283.54,8023.132448906094,8023.132448906094,,
10/04/2020,7283.54,7295.75,6739.98,6858.92,8011.548245434392,8011.548245434392,,
11/04/2020,6858.92,6944.3,6760,6876.83,8000.2575166240995,8000.2575166240995,,
12/04/2020,6876.84,7177,6780,6903.79,7989.347392080576,7989.347392080576,,
13/04/2020,6903.79,6903.79,6575,6837.91,7977.890303602163,7977.890303602163,,
14/04/2020,6838.04,6978,6754.28,6868.7,7966.853584163336,7966.853584163336,,
15/04/2020,6868.57,6933,6605,6621.24,7953.464394271163,7953.464394271163,,
16/04/2020,6621.25,7190,6468.27,7101.94,7944.991514726176,7944.991514726176,,
17/04/2020,7101.99,7148.12,6972.98,7027.55,7935.862743435368,7935.862743435368,,
18/04/2020,7026.78,7293.08,7014.4,7248.6,7929.024308177305,7929.024308177305,,
19/04/2020,7248.6,7266.15,7055.6,7120.74,7920.981678245193,7920.981678245193,,
20/04/2020,7121.4,7220,6751,6826.83,7910.094596869619,7910.094596869619,,
21/04/2020,6828.98,6940,6762,6841.37,7899.4605212788765,7899.4605212788765,,
22/04/2020,6841.36,7156.38,6818,7125.14,7891.755839475107,7891.755839475107,,
23/04/2020,7125.12,7738,7020,7482.39,7887.682547540031,7887.682547540031,,
24/04/2020,7483.96,7615.96,7388,7505,7883.874760997344,7883.874760997344,,
25/04/2020,7505,7705,7431.07,7538.67,7880.439888,7880.439888,,
26/04/2020,7539.03,7700,7480,7693.1,7878.575809268479,7878.575809268479,,
27/04/2020,7693.1,7792.02,7606,7774.62,7877.541423106603,7877.541423106603,,
28/04/2020,7773.51,7780,7659.12,7738.98,7876.162702478677,7876.162702478677,,
29/04/2020,7738.58,8952.89,7710.05,8778.57,7885.141879568441,7885.141879568441,,
30/04/2020,8778.58,9460,8401,8620,7892.453900667263,7892.453900667263,,
01/05/2020,8620,9059.18,8613.56,8826.96,7901.752468819827,7901.752468819827,,
02/05/2020,8825.67,9010,8753,8972.05,7912.402195498237,7912.402195498237,,
03/05/2020,8972.58,9200,8712,8894.16,7922.1709298713895,7922.1709298713895,,
04/05/2020,8894.15,8950,8522,8871.96,7931.621567385107,7931.621567385107,,
05/05/2020,8871.92,9118.58,8760,9021.83,7942.469412485752,7942.469412485752,,
06/05/2020,9021.36,9395,8906.21,9142.92,7954.414194451068,7954.414194451068,,
07/05/2020,9143.4,10067,9021,9986.4,7974.632958685386,7974.632958685386,,
08/05/2020,9986.3,10035.96,9705,9800.01,7992.795914320358,7992.795914320358,,
09/05/2020,9800.02,9914.25,9520,9539.4,8008.185009700255,8008.185009700255,,
10/05/2020,9539.1,9574.83,8117,8722.77,8015.295308111198,8015.295308111198,,
