time,open,high,low,close,EMA,Smoothing Line,,
2023-09-17T12:00:00+03:00,26551.15,26582.05,26542.07,26578.69,NaN,NaN,,
2023-09-17T13:00:00+03:00,26578.7,26611.98,26568.73,26597.73,NaN,NaN,,
2023-09-17T14:00:00+03:00,26597.73,26623.25,26566.67,26566.67,NaN,NaN,,
2023-09-17T15:00:00+03:00,26566.68,26583.46,26557.04,26576.85,NaN,NaN,,
2023-09-17T16:00:00+03:00,26576.86,26576.86,26527.4,26543.94,NaN,NaN,,
2023-09-17T17:00:00+03:00,26543.94,26589.19,26525.28,26538.87,NaN,NaN,,
2023-09-17T18:00:00+03:00,26538.87,26600,26538.47,26549.98,NaN,NaN,,
2023-09-17T19:00:00+03:00,26549.98,26551,26491,26511.23,NaN,NaN,,
2023-09-17T20:00:00+03:00,26511.23,26531.16,26480,26480,NaN,NaN,,
2023-09-17T21:00:00+03:00,26480.01,26518.78,26464.64,26494.76,NaN,NaN,,
2023-09-17T22:00:00+03:00,26494.76,26520.76,26490.53,26505.15,NaN,NaN,,
2023-09-17T23:00:00+03:00,26505.14,26505.15,26422,26436.35,NaN,NaN,,
2023-09-18T00:00:00+03:00,26436.34,26497.53,26399,26484.92,NaN,NaN,,
2023-09-18T01:00:00+03:00,26484.91,26492,26438.61,26491.99,NaN,NaN,,
2023-09-18T02:00:00+03:00,26491.99,26534.09,26450,26527.51,26987.253941699866,26987.253941699866,,
2023-09-18T03:00:00+03:00,26527.5,26553.56,26377.35,26462.41,NaN,NaN,,
2023-09-18T04:00:00+03:00,26462.4,26489.38,26442.83,26462.63,NaN,NaN,,
2023-09-18T05:00:00+03:00,26462.63,26750,26458.63,26663.12,NaN,NaN,,
2023-09-18T06:00:00+03:00,26663.12,26688,26581.71,26658.66,NaN,NaN,,
2023-09-18T07:00:00+03:00,26658.66,26680,26567.09,26621.75,NaN,NaN,,
2023-09-18T08:00:00+03:00,26621.76,26680,26605.32,26647.45,NaN,NaN,,
2023-09-18T09:00:00+03:00,26647.45,26699.07,26622.77,26622.83,NaN,NaN,,
2023-09-18T10:00:00+03:00,26622.82,26800,26622.82,26710.67,NaN,NaN,,
2023-09-18T11:00:00+03:00,26710.67,26729.6,26684.02,26724.8,NaN,NaN,,
2023-09-18T12:00:00+03:00,26724.8,26945.55,26724.8,26872.31,NaN,NaN,,
2023-09-18T13:00:00+03:00,26872.3,27189.22,26872.3,27129.11,NaN,NaN,,
2023-09-18T14:00:00+03:00,27129.12,27240,27100,27196.98,NaN,NaN,,
2023-09-18T15:00:00+03:00,27196.98,27406.73,27151,27371.35,NaN,NaN,,
2023-09-18T16:00:00+03:00,27371.36,27409,27203,27255.21,NaN,NaN,,
2023-09-18T17:00:00+03:00,27255.22,27292.68,27130,27260.46,NaN,NaN,,
2023-09-18T18:00:00+03:00,27260.46,27357,27253.08,27269.42,NaN,NaN,,
2023-09-18T19:00:00+03:00,27269.43,27310,27197.89,27246,NaN,NaN,,
2023-09-18T20:00:00+03:00,27245.99,27268.52,26669.94,26760.49,NaN,NaN,,
2023-09-18T21:00:00+03:00,26760.48,26842.93,26631,26710,NaN,NaN,,
2023-09-18T22:00:00+03:00,26710,26943.83,26680.92,26814.79,NaN,NaN,,
2023-09-18T23:00:00+03:00,26814.78,26841.63,26736.13,26765.95,NaN,NaN,,
2023-09-19T00:00:00+03:00,26765.95,26846.76,26732.23,26839.13,NaN,NaN,,
2023-09-19T01:00:00+03:00,26839.13,26881.45,26782.95,26872.13,NaN,NaN,,
2023-09-19T02:00:00+03:00,26872.12,26872.13,26728,26762.51,26985.01768,26985.01768,,
2023-09-19T03:00:00+03:00,26762.5,26787.56,26667.79,26677.12,NaN,NaN,,
2023-09-19T04:00:00+03:00,26677.12,26734.77,26669.91,26699.99,NaN,NaN,,
2023-09-19T05:00:00+03:00,26700,26821.58,26684.79,26821.57,NaN,NaN,,
2023-09-19T06:00:00+03:00,26821.58,26840.67,26787.37,26818.42,NaN,NaN,,
2023-09-19T07:00:00+03:00,26818.41,26860,26807.19,26859.9,NaN,NaN,,
2023-09-19T08:00:00+03:00,26859.9,26859.91,26793.77,26796.26,NaN,NaN,,
2023-09-19T09:00:00+03:00,26796.26,26830,26750.88,26829.86,NaN,NaN,,
2023-09-19T10:00:00+03:00,26829.86,26874.73,26814.94,26847.21,NaN,NaN,,
2023-09-19T11:00:00+03:00,26847.21,27077.35,26847.21,27066.74,NaN,NaN,,
2023-09-19T12:00:00+03:00,27066.74,27466,27027.7,27288.96,NaN,NaN,,
2023-09-19T13:00:00+03:00,27288.95,27314.7,27050.02,27170.73,NaN,NaN,,
2023-09-19T14:00:00+03:00,27170.73,27240,27092.83,27237.56,NaN,NaN,,
2023-09-19T15:00:00+03:00,27237.57,27288,27072.56,27139.15,NaN,NaN,,
2023-09-19T16:00:00+03:00,27139.16,27210.01,26917.84,26968.77,NaN,NaN,,
2023-09-19T17:00:00+03:00,26968.78,27200,26881.37,27169,NaN,NaN,,
2023-09-19T18:00:00+03:00,27169,27480,27138.08,27422.24,NaN,NaN,,
2023-09-19T19:00:00+03:00,27422.24,27483.57,27236.52,27285.72,NaN,NaN,,
2023-09-19T20:00:00+03:00,27285.71,27289.38,27079.68,27133.88,NaN,NaN,,
2023-09-19T21:00:00+03:00,27133.88,27199.48,27080,27123.01,NaN,NaN,,
2023-09-19T22:00:00+03:00,27123.02,27204.99,27069.9,27185.44,NaN,NaN,,
2023-09-19T23:00:00+03:00,27185.43,27212.5,27115.7,27183.67,NaN,NaN,,
2023-09-20T00:00:00+03:00,27183.67,27185,26990.01,27157.97,NaN,NaN,,
2023-09-20T01:00:00+03:00,27157.98,27199,27091.53,27189.46,NaN,NaN,,
